编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
,工业用地,盐城市,建湖县,盐城市钰柱机械有限公司年产2500件防喷器及2000台（套）阀门项目,建阳镇马厂村三组,50,挂牌出让,,107.912,,,,2020年5月10日,0.5264,1.001.50,,盐城市钰柱机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,工业用地,盐城市,建湖县,建湖顺旭机械制造有限公司年产10000台（套）石油机械配件技改项目,建阳镇马厂村三组,50,挂牌出让,,85.772,,,,2020年5月10日,0.4184,1.001.50,,建湖顺旭机械制造有限公司,,,,,,,,,,,,,,2021年4月29日,2023年4月28日
,工业用地,盐城市,建湖县,盐城汇鸿供水设备有限公司年产300台（套）生活给排水设备、300台（套）消防给排水设备及300台（套）水处理设备项目,建阳镇马厂村三组,50,挂牌出让,,89.4005,,,,2020年5月10日,0.4361,1.001.50,,盐城汇鸿供水设备有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,工业用地,盐城市,建湖县,盐城澳浪机械有限公司年产5万件液压管件及4万件法兰项目,建阳镇马厂村三组,50,挂牌出让,,88.396,,,,2020年5月10日,0.4312,0.701.20,,盐城澳浪机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,工业用地,盐城市,建湖县,建湖县明鑫石化机械有限公司年产15万件液压管件及2万件工程机械配件项目,建阳镇马厂村三组,50,挂牌出让,,86.551,,,,2020年5月10日,0.4222,0.701.20,,建湖县明鑫石化机械有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,工业用地,盐城市,建湖县,江苏恒隆酒店用品有限公司年产70万箱酒店配套用品（餐用保温器等）项目,建阳镇瓦瓷村一组,50,挂牌出让,,376.4005,,,,2020年5月10日,1.8361,1.201.50,,江苏恒隆酒店用品有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,工业用地,盐城市,建湖县,江苏中环重工有限公司年产100台（套）环保设备项目,建阳镇瓦瓷村二组,50,挂牌出让,,86.592,,,,2020年5月10日,0.4224,1.001.50,,江苏中环重工有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,城镇住宅用地,盐城市,东台市,公园南侧地块三,东台市人民公园南侧,70,挂牌出让,,72282,,,,2020年5月9日,7,1.002.30,,万达地产集团有限公司,,,,,,,,,,,,,,2021年9月23日,2024年9月22日
,城镇住宅用地,盐城市,东台市,公园南侧地块四,东台市人民公园南侧,70,挂牌出让,,60270,,,,2020年5月9日,7,1.002.00,,东台市港碧房地产开发有限公司,,,,,,,,,,,,,,2021年9月23日,2024年9月22日
,工业用地,盐城市,阜宁县,阜宁华尔特阀业有限公司,现代服务业园区新丰居委会,50,挂牌出让,,250,,,,2020年5月8日,1.148224,1.002.00,,阜宁华尔特阀业有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,盐城锦亚服饰有限公司,古河镇古河居委会,50,挂牌出让,,167,,,,2020年5月8日,0.795442,1.502.00,,盐城锦亚服饰有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,阜宁县联华板材有限公司,罗桥镇沿街村,50,挂牌出让,,141,,,,2020年5月8日,0.669836,0.902.00,,阜宁县联华板材有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,盐城市永烁服饰有限公司,古河镇古凤村,50,挂牌出让,,141,,,,2020年5月8日,0.669063,1.302.00,,盐城市永烁服饰有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,阜宁科达阀门有限公司,现代服务业园区新丰居委会,50,挂牌出让,,131,,,,2020年5月8日,0.601497,1.002.00,,阜宁科达阀门有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,阜宁县昱立建设工程有限公司,罗桥镇沿街村,50,挂牌出让,,114,,,,2020年5月8日,0.545183,0.902.00,,阜宁县昱立建设工程有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,阜宁辉华汽车内饰件有限公司,罗桥镇沿街村,50,挂牌出让,,113,,,,2020年5月8日,0.537107,1.102.00,,阜宁辉华汽车内饰件有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,江苏奥能环保设备科技有限公司,陈良镇成俊村,50,挂牌出让,,64,,,,2020年5月8日,0.302804,1.002.00,,江苏奥能环保设备科技有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,工业用地,盐城市,阜宁县,阜宁县好运农产品服务有限公司,罗桥镇沿街村,50,挂牌出让,,56,,,,2020年5月8日,0.264393,1.202.00,,阜宁县好运农产品服务有限公司,,,,,,,,,,,,,,2020年12月18日,2022年12月18日
,批发市场用地,盐城市,滨海县,盐城冠恒冷链物流仓储有限公司,滨海县S327（套坎河）北侧、西湖路西侧,40,挂牌出让,,3044.47,,,,2020年5月8日,6.5332,1.001.45,,盐城冠恒冷链物流仓储有限公司,,,,,,,,,,,,,,2020年8月8日,2022年8月8日
,工业用地,盐城市,建湖县,江苏正源创辉食品科技发展有限公司新上水产品深加工及保鲜项目,恒济镇东袁村二组,50,挂牌出让,,769.16,,,,2020年5月7日,3.752,1.2,,江苏正源创辉食品科技发展有限公司,,,,,,,,,,,,,,2021年5月31日,2023年5月30日
,工业用地,盐城市,东台市,东台欣存宏救生设备有限公司,新街镇湃森东侧、园区北路南侧,50,挂牌出让,,153.5872,,,,2020年5月7日,0.9088,1.1,,东台欣存宏救生设备有限公司,,,,,,,,,,,,,,2021年1月7日,2022年1月7日
,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,幸福路西侧、银河路南侧,40,挂牌出让,,12627,,,,2020年5月7日,4.2073,0.501.00,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,黄响路东侧、军辉机械制造有限公司南侧,40,挂牌出让,,1172,,,,2020年5月7日,0.7074,0.501.00,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,中心村新型社区东侧，县道304西侧,40,挂牌出让,,989,,,,2020年5月7日,0.6002,0.401.00,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,瑞海路南侧、石港路西侧,40,挂牌出让,,1954,,,,2020年5月7日,1.1855,0.301.00,,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020年12月7日,2023年12月7日
,工业用地,盐城市,射阳县,盐城市纺织染整产业园实业开发有限公司,射阳县临海镇纺织染整区振临路西侧,50,挂牌出让,,603.7331,,,,2020年5月7日,4.0519,1.002.50,,盐城市纺织染整产业园实业开发有限公司,,,,,,,,,,,,,,2021年7月8日,2023年7月7日
,公路用地,盐城市,盐城市本级,中海天钻花园北侧支路,盐城市盐南高新区新都街道办事处新丰居委会,,划拨,,0,,,,2020年5月6日,0.5097,,,江苏省盐南高新技术产业开发区规划编研与城建服务中心,,,,,,,,,,,,,,2021年3月5日,2024年3月5日
,工业用地,盐城市,射阳县,盐城申兴实业有限公司,特庸镇申兴实业有限公司北侧,50,挂牌出让,,79.7475,,,,2020年5月6日,0.5425,1.002.50,,盐城申兴实业有限公司,,,,,,,,,,,,,,2021年9月10日,2023年9月9日
,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块五,射阳盐场海堤公路西侧地块五,50,协议出让,,1672.7171,,,,2020年5月6日,57.6799,,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年5月6日,2023年5月5日
,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块九,射阳盐场海堤公路西侧地块九,50,协议出让,,4231.3146,,,,2020年5月6日,145.9074,,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年5月6日,2022年5月5日
,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块十,射阳盐场海堤公路西侧地块十,50,协议出让,,52.9917,,,,2020年5月6日,1.8273,,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年5月6日,2023年5月5日
,公用设施用地,盐城市,射阳县,临农35千伏变电站改造工程,盐城市射阳县临海农场场部境内,,划拨,,,,,,2020年5月6日,0.3024,1.5,,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
,其他商服用地,盐城市,滨海县,吕庆生,县城阜东北路西侧（原滨海农业银行坎北营业所（一楼））,40,协议出让,,13.97,,,,2020年4月30日,0.015289,0.000.01,,吕庆生,,,,,,,,,,,,,,2020年4月30日,2020年4月30日
,工业用地,盐城市,东台市,江苏兆祥机械科技有限公司,时堰镇工业路北侧、园区大道西侧,50,挂牌出让,,646.1235,,,,2020年4月30日,3.7785,1,,江苏兆祥机械科技有限公司,,,,,,,,,,,,,,2020年12月30日,2022年6月30日
,工业用地,盐城市,东台市,伟龙明馨智能科技（江苏）有限公司,东台市高新区纬二路南、经七路东,50,挂牌出让,,1436.1725,,,,2020年4月30日,8.2067,1,,伟龙明馨智能科技(江苏)有限公司,,,,,,,,,,,,,,2020年12月30日,2022年12月30日
,公用设施用地,盐城市,阜宁县,城南新区A地块配套设施,阜宁县阜城街道办崔湾居委会,,划拨,,0,,,,2020年4月30日,1.048672,1.6,,阜宁县住房和城乡县设局,,,,,,,,,,,,,,2020年5月10日,2022年5月10日
,城镇住宅用地,盐城市,大丰市,南京中润和骏置业有限公司,大中街道新村路南侧、双拥路东侧,70年，40年,挂牌出让,,57740,,,,2020年4月29日,8.0752,1.001.80,,南京中润和骏置业有限公司,,,,,,,,,,,,,,2021年4月28日,2023年4月28日
,工业用地,盐城市,东台市,江苏丹特斯科技有限公司,新街镇府前东路北侧、孜俊东侧,50,挂牌出让,,334.62,,,,2020年4月29日,1.98,1,,江苏丹特斯科技有限公司,,,,,,,,,,,,,,2020年12月29日,2021年12月29日
,零售商业用地,盐城市,阜宁县,阜宁县伟业城镇建设开发有限公司,阜城街道办事处新桥村,40,挂牌出让,,30362,,,,2020年4月28日,5.065671,1.002.50,,阜宁县伟业城镇建设开发有限公司,,,,,,,,,,,,,,2021年7月28日,2023年7月28日
,工业用地,盐城市,东台市,江苏维高机械科技有限公司,梁垛镇同创路东侧、临塔路南侧,50,挂牌出让,,357.0138,,,,2020年4月28日,2.0878,1,,江苏维高机械科技有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
,工业用地,盐城市,东台市,江苏倍斯库智能科技有限公司,梁垛镇兆丰金属东侧、临塔路南侧,50,挂牌出让,,342,,,,2020年4月28日,2,1,,江苏倍斯库智能科技有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
,工业用地,盐城市,东台市,江苏吉腾新材料科技有限公司,梁垛镇苗桥路东侧、工业大道南侧,50,挂牌出让,,318.2994,,,,2020年4月28日,1.8614,1.1,,江苏吉腾新材料科技有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
,工业用地,盐城市,东台市,东台创严机械有限公司,梁垛镇同创路西侧、临塔路南侧,50,挂牌出让,,247.3344,,,,2020年4月28日,1.4464,1,,东台创严机械有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
,工业用地,盐城市,东台市,东台兆丰金属制品制造有限公司,梁垛镇维高机械东侧、临塔路南侧,50,挂牌出让,,285.0057,,,,2020年4月28日,1.6667,1,,东台兆丰金属制品制造有限公司,,,,,,,,,,,,,,2020年12月28日,2021年12月28日
,工业用地,盐城市,阜宁县,阜宁倪东制冷设备制造有限公司,益林镇倪东村,50,挂牌出让,,231,,,,2020年4月27日,1.078027,1.002.00,,阜宁倪东制冷设备制造有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁培业机械制造有限公司,益林镇倪东村,50,挂牌出让,,214,,,,2020年4月27日,1,1.002.00,,阜宁培业机械制造有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县东锦复合材料厂,益林镇管计村,50,挂牌出让,,206,,,,2020年4月27日,0.963675,0.902.00,,阜宁县东锦复合材料厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,盐城荣伟门窗有限公司,现代服务业园区新丰居委会,50,挂牌出让,,178,,,,2020年4月27日,0.816767,1.002.00,,盐城荣伟门窗有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁嘉丽洁日用品有限公司,益林镇管计村,50,挂牌出让,,147,,,,2020年4月27日,0.686737,1.002.00,,阜宁嘉丽洁日用品有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县朱昊选煤有限公司,益林镇王楼居委会,50,挂牌出让,,140,,,,2020年4月27日,0.655668,1.502.00,,阜宁县朱昊选煤有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县隆之源服装厂,益林镇管计村,50,挂牌出让,,131,,,,2020年4月27日,0.612219,1.502.00,,阜宁县隆之源服装厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,江苏标东液压件有限公司,现代服务业园区新丰居委会,50,挂牌出让,,126,,,,2020年4月27日,0.57904,1.002.00,,江苏标东液压件有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,江苏闽中有机食品有限公司,益林镇倪东村,50,挂牌出让,,93,,,,2020年4月27日,0.435045,1.202.00,,江苏闽中有机食品有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县众森货物运输有限公司,益林镇管计村,50,挂牌出让,,89,,,,2020年4月27日,0.416216,1.002.00,,阜宁县众森货物运输有限公司,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县亚顺包装制品厂,益林镇管计村,50,挂牌出让,,82,,,,2020年4月27日,0.382141,1.002.00,,阜宁县亚顺包装制品厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县鑫之雅服装厂,益林镇管计村,50,挂牌出让,,80,,,,2020年4月27日,0.37268,1.502.00,,阜宁县鑫之雅服装厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,阜宁县,阜宁县定格礼品包装盒加工厂,益林镇管计村,50,挂牌出让,,78,,,,2020年4月27日,0.364952,1.002.00,,阜宁县定格礼品包装盒加工厂,,,,,,,,,,,,,,2020年12月26日,2022年12月26日
,工业用地,盐城市,东台市,东台百海富纳智能制造有限公司,头灶镇绿佳园食品东侧、镇北路北侧,50,挂牌出让,,312.0408,,,,2020年4月27日,1.8248,1,,东台百海富纳智能制造有限公司,,,,,,,,,,,,,,2020年12月27日,2021年12月27日
,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块二十六,射阳盐场海堤公路西侧地块二十六,50,协议出让,,3953.7237,,,,2020年4月24日,136.3353,,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年4月24日,2023年4月23日
,公用设施用地,盐城市,射阳县,新农35千伏变电站改造工程,盐城市射阳县新洋农场农科所境内,,划拨,,,,,,2020年4月24日,0.2512,1.5,,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
,公用设施用地,盐城市,射阳县,千秋110千伏变电站新建工程,盐城市射阳县千秋镇振兴居委会境内,,划拨,,,,,,2020年4月24日,0.4038,1.5,,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021年4月1日,2023年3月31日
,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块四,射阳盐场海堤公路西侧地块四,50,协议出让,,2551.5592,,,,2020年4月24日,87.9848,,,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021年4月24日,2023年4月23日
,机关团体用地,盐城市,盐都区,同桂村党群服务中心项目,盐城市盐都区盐渎街道办事处同桂村三组,,划拨,,,,,,2020年4月21日,0.2118,0.38,,盐城市盐都区人民政府盐渎街道办事处,,,,,,,,,,,,,,2020年8月21日,2021年8月20日
,零售商业用地,盐城市,盐城市本级,盐城市黄海东路16号招商厂地块,盐城市黄海东路16号,40,协议出让,,21390.87,,,,2020年4月21日,2.19416,,,盐城市市场监督管理局,,,,,,,,,,,,,,2020年7月21日,2022年7月20日
,工业用地,盐城市,阜宁县,阜宁县永达风筒布有限责任公司,东沟镇永兴居委会,50,挂牌出让,,127,,,,2020年4月20日,0.595512,1.002.00,,阜宁县永达风筒布有限责任公司,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
,工业用地,盐城市,阜宁县,阜宁县振亚石油机械厂,陈良镇陈良居委会,50,挂牌出让,,73,,,,2020年4月20日,0.348484,1.002.00,,阜宁县振亚石油机械厂,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
,工业用地,盐城市,阜宁县,阜宁县鲲发金属制品厂,益林镇管计村,50,挂牌出让,,73,,,,2020年4月20日,0.342465,1.002.00,,阜宁县鲲发金属制品厂,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
,工业用地,盐城市,阜宁县,盐城市新东方阀业有限公司,现代服务业园区新丰居委会,50,挂牌出让,,63,,,,2020年4月20日,0.29112,1.002.00,,盐城市新东方阀业有限公司,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
,工业用地,盐城市,阜宁县,阜宁新能光伏电力有限公司,陈集镇陈集居委会,50,挂牌出让,,58,,,,2020年4月20日,0.274543,0.301.20,,阜宁新能光伏电力有限公司,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
,工业用地,盐城市,阜宁县,舒恒管夹制造有限公司,阜宁经济开发区光明村,50,挂牌出让,,44,,,,2020年4月20日,0.209447,1.002.00,,舒恒管夹制造有限公司,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
